"Site","elevation","latitude","longitude","full_ID","stationID","filename","date","time","time_stamp","PESO","SOREX","UNK","VOLE","SCIURIDAE","MUSTELIDAE","OTHER","X","night","sunAltDegrees","moonAltDegrees","moonlightModel","twilightModel","illumination","moonPhase","mean_height","max_height","sd_height","cover2m","CC","FC","CP","Le","L","CI"
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0011.jpg","2026-06-16","1:36:00",2026-06-16 01:36:00,1,0,0,0,0,0,0,"",TRUE,-20.9975902279359,-16.1009726098528,0,0,0,0.0240781133086749,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0012.jpg","2026-06-16","1:36:00",2026-06-16 01:36:00,1,0,0,0,0,0,0,"",TRUE,-20.9975902279359,-16.1009726098528,0,0,0,0.0240781133086749,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0013.jpg","2026-06-16","1:36:00",2026-06-16 01:36:00,1,0,0,0,0,0,0,"",TRUE,-20.9975902279359,-16.1009726098528,0,0,0,0.0240781133086749,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0014.jpg","2026-06-16","1:36:00",2026-06-16 01:36:00,1,0,0,0,0,0,0,"",TRUE,-20.9975902279359,-16.1009726098528,0,0,0,0.0240781133086749,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0015.jpg","2026-06-16","1:36:00",2026-06-16 01:36:00,0,0,0,0,0,0,0,"",TRUE,-20.9975902279359,-16.1009726098528,0,0,0,0.0240781133086749,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0016.jpg","2026-06-16","2:53:00",2026-06-16 02:53:00,0,0,0,0,0,0,0,"",TRUE,-17.4539005356078,-17.0436728731221,0,0.000831402288252347,0.000831402288252347,0.0259845289039052,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0017.jpg","2026-06-16","2:53:00",2026-06-16 02:53:00,0,0,0,0,0,0,0,"",TRUE,-17.4539005356078,-17.0436728731221,0,0.000831402288252347,0.000831402288252347,0.0259845289039052,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0018.jpg","2026-06-16","2:53:00",2026-06-16 02:53:00,0,0,0,0,0,0,0,"",TRUE,-17.4539005356078,-17.0436728731221,0,0.000831402288252347,0.000831402288252347,0.0259845289039052,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0019.jpg","2026-06-16","2:57:00",2026-06-16 02:57:00,1,0,0,0,0,0,0,"",TRUE,-17.1597078821202,-16.9868221435188,0,0.000940952635914718,0.000940952635914718,0.0260856274896635,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0020.jpg","2026-06-16","2:57:00",2026-06-16 02:57:00,1,0,0,0,0,0,0,"",TRUE,-17.1597078821202,-16.9868221435188,0,0.000940952635914718,0.000940952635914718,0.0260856274896635,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0021.jpg","2026-06-16","2:57:00",2026-06-16 02:57:00,1,0,0,0,0,0,0,"",TRUE,-17.1597078821202,-16.9868221435188,0,0.000940952635914718,0.000940952635914718,0.0260856274896635,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
"Tryon",75,45.441706,-122.684142,"BOHO01_20260619","BOHO01","IMAG0022.jpg","2026-06-16","2:57:00",2026-06-16 02:57:00,0,0,0,0,0,0,0,"",TRUE,-17.1597078821202,-16.9868221435188,0,0.000940952635914718,0.000940952635914718,0.0260856274896635,122.605354998189,146.079986572266,17.7437455520852,1,0.94937253096467,0.841135409633809,0.114009114231354,3.67940614504856,4.12308101132083,0.892392396595152
